"","modgene","modtype","modchr","modstart","modend","modfeature"
"934","PA2873","1","NC_002516.2",3227549,3227550,"upstream"
"935","PA2879","1","NC_002516.2",3232369,3232370,"inside"
"936","PA2880","1","NC_002516.2",3233184,3233185,"inside"
"937","PA2892","1","NC_002516.2",3246678,3246679,"inside"
"938","PA2893","1","NC_002516.2",3248362,3248363,"inside"
"939","PA2894","1","NC_002516.2",3249083,3249084,"downstream"
"940","PA2902","1","NC_002516.2",3256458,3256459,"inside"
"941","PA2910","1","NC_002516.2",3264997,3264998,"inside"
"942","PA2914","1","NC_002516.2",3269327,3269328,"upstream"
"943","PA2920","1","NC_002516.2",3275435,3275436,"inside"
"944","PA2923","1","NC_002516.2",3278107,3278108,"upstream"
"945","PA2923","1","NC_002516.2",3278173,3278174,"upstream"
"946","PA2924","1","NC_002516.2",3279646,3279647,"inside"
"947","PA2927","1","NC_002516.2",3281717,3281718,"upstream"
"948","PA2927","1","NC_002516.2",3281999,3282000,"inside"
"949","PA2930","1","NC_002516.2",3286097,3286098,"inside"
"950","PA2938","1","NC_002516.2",3293300,3293301,"inside"
"951","PA2943","1","NC_002516.2",3301552,3301553,"downstream"
"952","PA2945","1","NC_002516.2",3305089,3305090,"inside"
"953","PA2949","1","NC_002516.2",3307990,3307991,"upstream"
"954","PA2949","1","NC_002516.2",3309402,3309403,"downstream"
"955","PA2950","1","NC_002516.2",3310525,3310526,"inside"
"956","PA2950","1","NC_002516.2",3310865,3310866,"upstream"
"957","PA2950","1","NC_002516.2",3310978,3310979,"upstream"
"958","PA2951","1","NC_002516.2",3311994,3311995,"upstream"
"959","PA2952","1","NC_002516.2",3312298,3312299,"inside"
"960","PA2956","1","NC_002516.2",3317016,3317017,"upstream"
"961","PA2959","1","NC_002516.2",3319661,3319662,"upstream"
"962","PA2962","1","NC_002516.2",3322074,3322075,"upstream"
"963","PA2969","1","NC_002516.2",3327636,3327637,"inside"
"964","PA2972","1","NC_002516.2",3329575,3329576,"inside"
"965","PA2974","1","NC_002516.2",3331561,3331562,"upstream"
"966","PA2978","1","NC_002516.2",3338059,3338060,"upstream"
"967","PA2979","1","NC_002516.2",3338362,3338363,"inside"
"968","PA2980","1","NC_002516.2",3338558,3338559,"inside"
"969","PA2981","1","NC_002516.2",3339468,3339469,"inside"
"970","PA2985","1","NC_002516.2",3343439,3343440,"inside"
"971","PA2985","1","NC_002516.2",3344058,3344059,"downstream"
"972","PA2985","1","NC_002516.2",3344091,3344092,"downstream"
"973","PA2986","1","NC_002516.2",3344169,3344170,"inside"
"974","PA2986","1","NC_002516.2",3344208,3344209,"inside"
"975","PA2986","1","NC_002516.2",3344948,3344949,"inside"
"976","PA2987","1","NC_002516.2",3346198,3346199,"upstream"
"977","PA2988","1","NC_002516.2",3346944,3346945,"inside"
"978","PA2990","1","NC_002516.2",3349018,3349019,"downstream"
"979","PA2994","1","NC_002516.2",3352757,3352758,"inside"
"980","PA2994","1","NC_002516.2",3352812,3352813,"inside"
"981","PA2996","1","NC_002516.2",3354150,3354151,"inside"
"982","PA2997","1","NC_002516.2",3355077,3355078,"upstream"
"983","PA3000","1","NC_002516.2",3358541,3358542,"inside"
"984","PA3000","1","NC_002516.2",3359474,3359475,"upstream"
"985","PA3001","1","NC_002516.2",3360487,3360488,"inside"
"986","PA3003","1","NC_002516.2",3363775,3363776,"upstream"
"987","PA3007","1","NC_002516.2",3368154,3368155,"inside"
"988","PA3018","1","NC_002516.2",3379978,3379979,"upstream"
"989","PA3039","1","NC_002516.2",3402414,3402415,"inside"
"990","PA3050","1","NC_002516.2",3415482,3415483,"inside"
"991","PA3054","1","NC_002516.2",3418974,3418975,"inside"
"992","PA3054","1","NC_002516.2",3419207,3419208,"inside"
"993","PA3058","1","NC_002516.2",3423271,3423272,"upstream"
"994","PA3058","1","NC_002516.2",3423429,3423430,"upstream"
"995","PA3060","1","NC_002516.2",3425345,3425346,"inside"
"996","PA3060","1","NC_002516.2",3426232,3426233,"upstream"
"997","PA3063","1","NC_002516.2",3431281,3431282,"upstream"
"998","PA3067","1","NC_002516.2",3438716,3438717,"upstream"
"999","PA3067","1","NC_002516.2",3438907,3438908,"upstream"
"1000","PA3068","1","NC_002516.2",3440128,3440129,"inside"
"1001","PA3077","1","NC_002516.2",3450875,3450876,"inside"
"1002","PA3078","1","NC_002516.2",3451526,3451527,"inside"
"1003","PA3079","1","NC_002516.2",3453692,3453693,"inside"
"1004","PA3079","1","NC_002516.2",3454499,3454500,"inside"
"1005","PA3082","1","NC_002516.2",3461125,3461126,"upstream"
"1006","PA3083","1","NC_002516.2",3462265,3462266,"inside"
"1007","PA3087","1","NC_002516.2",3466039,3466040,"inside"
"1008","PA3087","1","NC_002516.2",3466484,3466485,"upstream"
"1009","PA3089a","1","NC_002516.2",3468875,3468876,"inside"
"1010","PA3089a","1","NC_002516.2",3469421,3469422,"upstream"
"1011","PA3092","1","NC_002516.2",3471662,3471663,"inside"
"1012","PA3096","1","NC_002516.2",3477784,3477785,"upstream"
"1013","PA3098","1","NC_002516.2",3479432,3479433,"upstream"
"1014","PA3101","1","NC_002516.2",3481075,3481076,"upstream"
"1015","PA3102","1","NC_002516.2",3481388,3481389,"inside"
"1016","PA3102","1","NC_002516.2",3482397,3482398,"upstream"
"1017","PA3105","1","NC_002516.2",3484798,3484799,"inside"
"1018","PA3107","1","NC_002516.2",3488590,3488591,"upstream"
"1019","PA3108","1","NC_002516.2",3489724,3489725,"inside"
"1020","PA3116","1","NC_002516.2",3499843,3499844,"upstream"
"1021","PA3125","1","NC_002516.2",3507864,3507865,"inside"
"1022","PA3130","1","NC_002516.2",3512373,3512374,"inside"
"1023","PA3137","1","NC_002516.2",3519962,3519963,"inside"
"1024","PA3148","1","NC_002516.2",3532992,3532993,"upstream"
"1025","PA3150","1","NC_002516.2",3535332,3535333,"upstream"
"1026","PA3160","1","NC_002516.2",3547421,3547422,"upstream"
"1027","PA3163","1","NC_002516.2",3550468,3550469,"inside"
"1028","PA3165","1","NC_002516.2",3554236,3554237,"upstream"
"1029","PA3167","1","NC_002516.2",3556752,3556753,"upstream"
"1030","PA3168","1","NC_002516.2",3558735,3558736,"inside"
"1031","PA3170","1","NC_002516.2",3560734,3560735,"inside"
"1032","PA3174","1","NC_002516.2",3564211,3564212,"upstream"
"1033","PA3177","1","NC_002516.2",3567323,3567324,"upstream"
"1034","PA3184","1","NC_002516.2",3574703,3574704,"inside"
"1035","PA3194","1","NC_002516.2",3587011,3587012,"inside"
"1036","PA3212","1","NC_002516.2",3601619,3601620,"inside"
"1037","PA3219","1","NC_002516.2",3608870,3608871,"inside"
"1038","PA3219","1","NC_002516.2",3608871,3608872,"inside"
"1039","PA3223","1","NC_002516.2",3612051,3612052,"upstream"
"1040","PA3227","1","NC_002516.2",3614122,3614123,"upstream"
"1041","PA3228","1","NC_002516.2",3615281,3615282,"inside"
"1042","PA3228","1","NC_002516.2",3615433,3615434,"inside"
"1043","PA3229","1","NC_002516.2",3616099,3616100,"upstream"
"1044","PA3229","1","NC_002516.2",3616240,3616241,"upstream"
"1045","PA3229","1","NC_002516.2",3617707,3617708,"downstream"
"1046","PA3233","1","NC_002516.2",3622199,3622200,"upstream"
"1047","PA3240","1","NC_002516.2",3627590,3627591,"inside"
"1048","PA3243","1","NC_002516.2",3630787,3630788,"inside"
"1049","PA3249","1","NC_002516.2",3636120,3636121,"inside"
"1050","PA3253","1","NC_002516.2",3639325,3639326,"upstream"
"1051","PA3257","1","NC_002516.2",3643827,3643828,"inside"
"1052","PA3257","1","NC_002516.2",3643981,3643982,"inside"
"1053","PA3261","1","NC_002516.2",3648285,3648286,"inside"
"1054","PA3262","1","NC_002516.2",3650438,3650439,"inside"
"1055","PA3268","1","NC_002516.2",3657801,3657802,"inside"
"1056","PA3271","1","NC_002516.2",3660042,3660043,"inside"
"1057","PA3271","1","NC_002516.2",3660387,3660388,"inside"
"1058","PA3271","1","NC_002516.2",3661512,3661513,"inside"
"1059","PA3272","1","NC_002516.2",3667119,3667120,"inside"
"1060","PA3272","1","NC_002516.2",3667182,3667183,"inside"
"1061","PA3278","1","NC_002516.2",3671290,3671291,"upstream"
"1062","PA3278","1","NC_002516.2",3671589,3671590,"upstream"
"1063","PA3279","1","NC_002516.2",3673071,3673072,"upstream"
"1064","PA3286","1","NC_002516.2",3678923,3678924,"inside"
"1065","PA3289","1","NC_002516.2",3681126,3681127,"inside"
"1066","PA3290","1","NC_002516.2",3682715,3682716,"inside"
"1067","PA3292","1","NC_002516.2",3686142,3686143,"upstream"
"1068","PA3296","1","NC_002516.2",3690691,3690692,"inside"
"1069","PA3305","1","NC_002516.2",3704539,3704540,"inside"
"1070","PA3305","1","NC_002516.2",3705012,3705013,"inside"
"1071","PA3309","1","NC_002516.2",3711091,3711092,"downstream"
"1072","PA3320","1","NC_002516.2",3723182,3723183,"inside"
"1073","PA3323","1","NC_002516.2",3725620,3725621,"inside"
"1074","PA3330","1","NC_002516.2",3740495,3740496,"inside"
"1075","PA3333","1","NC_002516.2",3743139,3743140,"inside"
"1076","PA3337","1","NC_002516.2",3746304,3746305,"inside"
"1077","PA3339","1","NC_002516.2",3747596,3747597,"inside"
"1078","PA3340","1","NC_002516.2",3749814,3749815,"inside"
"1079","PA3340","1","NC_002516.2",3751617,3751618,"inside"
"1080","PA3343","1","NC_002516.2",3754346,3754347,"inside"
"1081","PA3343","1","NC_002516.2",3755840,3755841,"upstream"
"1082","PA3347","1","NC_002516.2",3759628,3759629,"inside"
"1083","PA3350","1","NC_002516.2",3762197,3762198,"inside"
"1084","PA3355","1","NC_002516.2",3765891,3765892,"inside"
"1085","PA3355","1","NC_002516.2",3766240,3766241,"inside"
"1086","PA3359","1","NC_002516.2",3771337,3771338,"inside"
"1087","PA3369","1","NC_002516.2",3779514,3779515,"upstream"
"1088","PA3374","1","NC_002516.2",3782755,3782756,"inside"
"1089","PA3385","1","NC_002516.2",3791436,3791437,"inside"
"1090","PA3393","1","NC_002516.2",3798527,3798528,"upstream"
"1091","PA3393","1","NC_002516.2",3798811,3798812,"upstream"
"1092","PA3393","1","NC_002516.2",3798812,3798813,"upstream"
"1093","PA3399","1","NC_002516.2",3804502,3804503,"downstream"
"1094","PA3399","1","NC_002516.2",3805096,3805097,"upstream"
"1095","PA3401","1","NC_002516.2",3807109,3807110,"inside"
"1096","PA3410","1","NC_002516.2",3818949,3818950,"inside"
"1097","PA3415","1","NC_002516.2",3822630,3822631,"upstream"
"1098","PA3415","1","NC_002516.2",3822997,3822998,"upstream"
"1099","PA3420","1","NC_002516.2",3829712,3829713,"upstream"
"1100","PA3437","1","NC_002516.2",3845068,3845069,"inside"
"1101","PA3441","1","NC_002516.2",3847761,3847762,"inside"
"1102","PA3442","1","NC_002516.2",3848479,3848480,"inside"
"1103","PA3443","1","NC_002516.2",3849204,3849205,"inside"
"1104","PA3444","1","NC_002516.2",3851092,3851093,"upstream"
"1105","PA3447","1","NC_002516.2",3853818,3853819,"upstream"
"1106","PA3452","1","NC_002516.2",3857878,3857879,"inside"
"1107","PA3453","1","NC_002516.2",3859600,3859601,"upstream"
"1108","PA3454","1","NC_002516.2",3860061,3860062,"inside"
"1109","PA3457","1","NC_002516.2",3864907,3864908,"inside"
"1110","PA3458","1","NC_002516.2",3865615,3865616,"inside"
"1111","PA3460","1","NC_002516.2",3867240,3867241,"upstream"
"1112","PA3463","1","NC_002516.2",3873363,3873364,"upstream"
"1113","PA3468","1","NC_002516.2",3881560,3881561,"inside"
"1114","PA3469","1","NC_002516.2",3882455,3882456,"inside"
"1115","PA3470","1","NC_002516.2",3882830,3882831,"upstream"
"1116","PA3470","1","NC_002516.2",3884097,3884098,"downstream"
"1117","PA3471","1","NC_002516.2",3884815,3884816,"inside"
"1118","PA3477","1","NC_002516.2",3890279,3890280,"inside"
"1119","PA3478","1","NC_002516.2",3891799,3891800,"inside"
"1120","PA3480","1","NC_002516.2",3894092,3894093,"upstream"
"1121","PA3492","1","NC_002516.2",3910400,3910401,"upstream"
"1122","PA3498","1","NC_002516.2",3916167,3916168,"inside"
"1123","PA3506","1","NC_002516.2",3923449,3923450,"inside"
"1124","PA3507","1","NC_002516.2",3924735,3924736,"upstream"
"1125","PA3513","1","NC_002516.2",3929640,3929641,"upstream"
"1126","PA3516","1","NC_002516.2",3932751,3932752,"inside"
"1127","PA3518","1","NC_002516.2",3935511,3935512,"inside"
"1128","PA3521","1","NC_002516.2",3938540,3938541,"inside"
"1129","PA3521","1","NC_002516.2",3939820,3939821,"upstream"
"1130","PA3522","1","NC_002516.2",3941443,3941444,"inside"
"1131","PA3522","1","NC_002516.2",3941605,3941606,"inside"
"1132","PA3522","1","NC_002516.2",3942442,3942443,"inside"
"1133","PA3523","1","NC_002516.2",3943277,3943278,"inside"
"1134","PA3524","1","NC_002516.2",3944111,3944112,"upstream"
"1135","PA3524","1","NC_002516.2",3944117,3944118,"upstream"
"1136","PA3527","1","NC_002516.2",3947540,3947541,"inside"
"1137","PA3528","1","NC_002516.2",3948021,3948022,"upstream"
"1138","PA3531","1","NC_002516.2",3950703,3950704,"inside"
"1139","PA3534","1","NC_002516.2",3953650,3953651,"inside"
"1140","PA3536","1","NC_002516.2",3958373,3958374,"inside"
"1141","PA3541","1","NC_002516.2",3963940,3963941,"upstream"
"1142","PA3542","1","NC_002516.2",3965225,3965226,"upstream"
"1143","PA3542","1","NC_002516.2",3966336,3966337,"inside"
"1144","PA3543","1","NC_002516.2",3967594,3967595,"inside"
"1145","PA3547","1","NC_002516.2",3972371,3972372,"upstream"
"1146","PA3553","1","NC_002516.2",3981019,3981020,"inside"
"1147","PA3553","1","NC_002516.2",3981127,3981128,"inside"
"1148","PA3554","1","NC_002516.2",3982101,3982102,"inside"
"1149","PA3554","1","NC_002516.2",3982983,3982984,"inside"
"1150","PA3555","1","NC_002516.2",3983595,3983596,"upstream"
"1151","PA3568","1","NC_002516.2",4000259,4000260,"inside"
"1152","PA3568","1","NC_002516.2",4000876,4000877,"inside"
"1153","PA3572","1","NC_002516.2",4005036,4005037,"downstream"
"1154","PA3573","1","NC_002516.2",4005779,4005780,"inside"
"1155","PA3574a","1","NC_002516.2",4006990,4006991,"downstream"
"1156","PA3580","1","NC_002516.2",4012283,4012284,"inside"
"1157","PA3582","1","NC_002516.2",4014380,4014381,"inside"
"1158","PA3584","1","NC_002516.2",4016067,4016068,"upstream"
"1159","PA3585","1","NC_002516.2",4018647,4018648,"downstream"
"1160","PA3590","1","NC_002516.2",4024083,4024084,"inside"
"1161","PA3590","1","NC_002516.2",4024587,4024588,"inside"
"1162","PA3595","1","NC_002516.2",4030520,4030521,"inside"
"1163","PA3595","1","NC_002516.2",4030766,4030767,"inside"
"1164","PA3596","1","NC_002516.2",4032941,4032942,"upstream"
"1165","PA3597","1","NC_002516.2",4033249,4033250,"inside"
"1166","PA3597","1","NC_002516.2",4033250,4033251,"inside"
"1167","PA3605","1","NC_002516.2",4039431,4039432,"inside"
"1168","PA3605","1","NC_002516.2",4039459,4039460,"inside"
"1169","PA3608","1","NC_002516.2",4042607,4042608,"inside"
"1170","PA3611","1","NC_002516.2",4044808,4044809,"upstream"
"1171","PA3611","1","NC_002516.2",4045152,4045153,"upstream"
"1172","PA3622","1","NC_002516.2",4058393,4058394,"inside"
"1173","PA3622","1","NC_002516.2",4058638,4058639,"inside"
"1174","PA3628","1","NC_002516.2",4064128,4064129,"upstream"
"1175","PA3628","1","NC_002516.2",4064251,4064252,"upstream"
"1176","PA3633","1","NC_002516.2",4068213,4068214,"inside"
"1177","PA3634","1","NC_002516.2",4069046,4069047,"upstream"
"1178","PA3636","1","NC_002516.2",4070844,4070845,"inside"
"1179","PA3637","1","NC_002516.2",4073225,4073226,"upstream"
"1180","PA3639","1","NC_002516.2",4076163,4076164,"upstream"
"1181","PA3639","1","NC_002516.2",4076598,4076599,"upstream"
"1182","PA3645","1","NC_002516.2",4083612,4083613,"upstream"
"1183","PA3648","1","NC_002516.2",4087541,4087542,"upstream"
"1184","PA3649","1","NC_002516.2",4088254,4088255,"inside"
"1185","PA3649","1","NC_002516.2",4088589,4088590,"inside"
"1186","PA3650","1","NC_002516.2",4090047,4090048,"inside"
"1187","PA3653","1","NC_002516.2",4092005,4092006,"inside"
"1188","PA3654","1","NC_002516.2",4092637,4092638,"inside"
"1189","PA3655","1","NC_002516.2",4093813,4093814,"inside"
"1190","PA3656","1","NC_002516.2",4094708,4094709,"inside"
"1191","PA3669","1","NC_002516.2",4109169,4109170,"upstream"
"1192","PA3671","1","NC_002516.2",4111509,4111510,"upstream"
"1193","PA3673","1","NC_002516.2",4112650,4112651,"inside"
"1194","PA3673","1","NC_002516.2",4112915,4112916,"inside"
"1195","PA3674","1","NC_002516.2",4113859,4113860,"upstream"
"1196","PA3674","1","NC_002516.2",4115137,4115138,"inside"
"1197","PA3676","1","NC_002516.2",4118754,4118755,"inside"
"1198","PA3679","1","NC_002516.2",4121559,4121560,"inside"
"1199","PA3687","1","NC_002516.2",4129815,4129816,"inside"
"1200","PA3693","1","NC_002516.2",4135753,4135754,"inside"
"1201","PA3696","1","NC_002516.2",4137879,4137880,"inside"
"1202","PA3697","1","NC_002516.2",4138822,4138823,"inside"
"1203","PA3699","1","NC_002516.2",4140429,4140430,"inside"
"1204","PA3703","1","NC_002516.2",4145864,4145865,"inside"
"1205","PA3703","1","NC_002516.2",4145939,4145940,"inside"
"1206","PA3703","1","NC_002516.2",4146421,4146422,"upstream"
"1207","PA3705","1","NC_002516.2",4148690,4148691,"inside"
"1208","PA3708","1","NC_002516.2",4151816,4151817,"inside"
"1209","PA3709","1","NC_002516.2",4153857,4153858,"inside"
"1210","PA3709","1","NC_002516.2",4155105,4155106,"upstream"
"1211","PA3711","1","NC_002516.2",4156747,4156748,"inside"
"1212","PA3714","1","NC_002516.2",4160571,4160572,"inside"
"1213","PA3721","1","NC_002516.2",4166753,4166754,"inside"
"1214","PA3725","1","NC_002516.2",4172135,4172136,"inside"
"1215","PA3725","1","NC_002516.2",4172607,4172608,"upstream"
"1216","PA3727","1","NC_002516.2",4175345,4175346,"upstream"
"1217","PA3727","1","NC_002516.2",4175594,4175595,"upstream"
"1218","PA3728","1","NC_002516.2",4178945,4178946,"inside"
"1219","PA3733","1","NC_002516.2",4183876,4183877,"inside"
"1220","PA3735","1","NC_002516.2",4188733,4188734,"upstream"
"1221","PA3736","1","NC_002516.2",4189336,4189337,"inside"
"1222","PA3737","1","NC_002516.2",4190414,4190415,"inside"
"1223","PA3737","1","NC_002516.2",4190679,4190680,"upstream"
"1224","PA3739","1","NC_002516.2",4192650,4192651,"inside"
"1225","PA3742","1","NC_002516.2",4195276,4195277,"inside"
"1226","PA3742","1","NC_002516.2",4195344,4195345,"inside"
"1227","PA3748","1","NC_002516.2",4200396,4200397,"inside"
"1228","PA3749","1","NC_002516.2",4200588,4200589,"upstream"
"1229","PA3761","1","NC_002516.2",4213267,4213268,"inside"
"1230","PA3762","1","NC_002516.2",4216960,4216961,"upstream"
"1231","PA3763","1","NC_002516.2",4219432,4219433,"inside"
"1232","PA3767","1","NC_002516.2",4224096,4224097,"inside"
"1233","PA3781","1","NC_002516.2",4239965,4239966,"inside"
"1234","PA3782","1","NC_002516.2",4241145,4241146,"downstream"
"1235","PA3787","1","NC_002516.2",4245085,4245086,"inside"
"1236","PA3796","1","NC_002516.2",4254542,4254543,"downstream"
"1237","PA3798","1","NC_002516.2",4257095,4257096,"inside"
"1238","PA3799","1","NC_002516.2",4258805,4258806,"inside"
"1239","PA3802","1","NC_002516.2",4262580,4262581,"upstream"
"1240","PA3813","1","NC_002516.2",4270813,4270814,"inside"
"1241","PA3814","1","NC_002516.2",4271666,4271667,"inside"
"1242","PA3814","1","NC_002516.2",4271888,4271889,"inside"
"1243","PA3815","1","NC_002516.2",4272418,4272419,"inside"
"1244","PA3818","1","NC_002516.2",4274691,4274692,"inside"
"1245","PA3820","1","NC_002516.2",4277007,4277008,"inside"
"1246","PA3821","1","NC_002516.2",4278718,4278719,"inside"
"1247","PA3821","1","NC_002516.2",4278910,4278911,"inside"
"1248","PA3832","1","NC_002516.2",4289869,4289870,"upstream"
"1249","PA3832","1","NC_002516.2",4289972,4289973,"upstream"
"1250","PA3840","1","NC_002516.2",4302216,4302217,"inside"
"1251","PA3852","1","NC_002516.2",4314030,4314031,"upstream"
"1252","PA3860","1","NC_002516.2",4320330,4320331,"inside"
"1253","PA3863","1","NC_002516.2",4324276,4324277,"inside"
"1254","PA3864","1","NC_002516.2",4325193,4325194,"inside"
"1255","PA3867","1","NC_002516.2",4330539,4330540,"inside"
"1256","PA3869","1","NC_002516.2",4332830,4332831,"inside"
"1257","PA3870","1","NC_002516.2",4334201,4334202,"inside"
"1258","PA3870","1","NC_002516.2",4334332,4334333,"inside"
"1259","PA3872","1","NC_002516.2",4335907,4335908,"inside"
"1260","PA3873","1","NC_002516.2",4337123,4337124,"upstream"
"1261","PA3874","1","NC_002516.2",4338432,4338433,"upstream"
"1262","PA3875","1","NC_002516.2",4341418,4341419,"inside"
"1263","PA3886","1","NC_002516.2",4352035,4352036,"inside"
"1264","PA3887","1","NC_002516.2",4353504,4353505,"inside"
"1265","PA3892","1","NC_002516.2",4359031,4359032,"inside"
"1266","PA3892","1","NC_002516.2",4359032,4359033,"inside"
"1267","PA3893","1","NC_002516.2",4361025,4361026,"inside"
"1268","PA3893","1","NC_002516.2",4361920,4361921,"upstream"
"1269","PA3901","1","NC_002516.2",4369620,4369621,"inside"
"1270","PA3902","1","NC_002516.2",4370752,4370753,"downstream"
"1271","PA3916","1","NC_002516.2",4386078,4386079,"inside"
"1272","PA3929","1","NC_002516.2",4405454,4405455,"upstream"
"1273","PA3929","1","NC_002516.2",4405556,4405557,"upstream"
"1274","PA3930","1","NC_002516.2",4405931,4405932,"inside"
"1275","PA3934","1","NC_002516.2",4412703,4412704,"inside"
"1276","PA3934","1","NC_002516.2",4412956,4412957,"inside"
"1277","PA3940","1","NC_002516.2",4418573,4418574,"inside"
"1278","PA3943","1","NC_002516.2",4422072,4422073,"upstream"
"1279","PA3945","1","NC_002516.2",4423154,4423155,"upstream"
"1280","PA3946","1","NC_002516.2",4427315,4427316,"upstream"
"1281","PA3950","1","NC_002516.2",4431474,4431475,"inside"
"1282","PA3951","1","NC_002516.2",4432773,4432774,"upstream"
"1283","PA3955","1","NC_002516.2",4435074,4435075,"upstream"
"1284","PA3984","1","NC_002516.2",4464794,4464795,"inside"
"1285","PA3985","1","NC_002516.2",4465523,4465524,"inside"
"1286","PA3987","1","NC_002516.2",4468013,4468014,"inside"
"1287","PA3988","1","NC_002516.2",4469910,4469911,"inside"
"1288","PA3996","1","NC_002516.2",4477693,4477694,"inside"
"1289","PA4000","1","NC_002516.2",4480779,4480780,"inside"
"1290","PA4002","1","NC_002516.2",4483065,4483066,"inside"
"1291","PA4003","1","NC_002516.2",4485127,4485128,"inside"
"1292","PA4003","1","NC_002516.2",4485547,4485548,"upstream"
"1293","PA4005","1","NC_002516.2",4486348,4486349,"upstream"
"1294","PA4006","1","NC_002516.2",4487142,4487143,"upstream"
"1295","PA4008","1","NC_002516.2",4488929,4488930,"inside"
"1296","PA4012","1","NC_002516.2",4492538,4492539,"downstream"
"1297","PA4012","1","NC_002516.2",4493503,4493504,"upstream"
"1298","PA4019","1","NC_002516.2",4498780,4498781,"upstream"
"1299","PA4024","1","NC_002516.2",4505891,4505892,"inside"
"1300","PA4024","1","NC_002516.2",4505930,4505931,"inside"
"1301","PA4039","1","NC_002516.2",4520646,4520647,"upstream"
"1302","PA4044","1","NC_002516.2",4527770,4527771,"inside"
"1303","PA4048","1","NC_002516.2",4531185,4531186,"inside"
"1304","PA4049","1","NC_002516.2",4532060,4532061,"inside"
"1305","PA4049","1","NC_002516.2",4532317,4532318,"upstream"
"1306","PA4051","1","NC_002516.2",4533845,4533846,"upstream"
"1307","PA4055","1","NC_002516.2",4536468,4536469,"inside"
"1308","PA4069","1","NC_002516.2",4547269,4547270,"inside"
"1309","PA4072","1","NC_002516.2",4551608,4551609,"upstream"
"1310","PA4073","1","NC_002516.2",4552203,4552204,"inside"
"1311","PA4082","1","NC_002516.2",4564490,4564491,"inside"
"1312","PA4083","1","NC_002516.2",4565935,4565936,"upstream"
"1313","PA4093","1","NC_002516.2",4576119,4576120,"inside"
"1314","PA4102","1","NC_002516.2",4586459,4586460,"inside"
"1315","PA4105","1","NC_002516.2",4589858,4589859,"upstream"
"1316","PA4112","1","NC_002516.2",4599539,4599540,"inside"
"1317","PA4112","1","NC_002516.2",4599540,4599541,"inside"
"1318","PA4112","1","NC_002516.2",4600327,4600328,"upstream"
"1319","PA4123","1","NC_002516.2",4611093,4611094,"inside"
"1320","PA4128","1","NC_002516.2",4616647,4616648,"inside"
"1321","PA4130","1","NC_002516.2",4618508,4618509,"inside"
"1322","PA4133","1","NC_002516.2",4623135,4623136,"inside"
"1323","PA4133","1","NC_002516.2",4623219,4623220,"inside"
"1324","PA4134","1","NC_002516.2",4623798,4623799,"upstream"
"1325","PA4138","1","NC_002516.2",4628937,4628938,"inside"
"1326","PA4142","1","NC_002516.2",4632932,4632933,"inside"
"1327","PA4151","1","NC_002516.2",4644787,4644788,"inside"
"1328","PA4152","1","NC_002516.2",4645468,4645469,"upstream"
"1329","PA4152","1","NC_002516.2",4645729,4645730,"inside"
"1330","PA4160","1","NC_002516.2",4655307,4655308,"upstream"
"1331","PA4160","1","NC_002516.2",4655694,4655695,"inside"
"1332","PA4161","1","NC_002516.2",4656156,4656157,"upstream"
"1333","PA4162","1","NC_002516.2",4657986,4657987,"inside"
"1334","PA4166","1","NC_002516.2",4662499,4662500,"inside"
"1335","PA4167","1","NC_002516.2",4663119,4663120,"inside"
"1336","PA4170","1","NC_002516.2",4667041,4667042,"inside"
"1337","PA4173","1","NC_002516.2",4669356,4669357,"inside"
"1338","PA4180","1","NC_002516.2",4677126,4677127,"inside"
"1339","PA4181","1","NC_002516.2",4678227,4678228,"inside"
"1340","PA4186","1","NC_002516.2",4682424,4682425,"inside"
"1341","PA4186","1","NC_002516.2",4682548,4682549,"inside"
"1342","PA4189","1","NC_002516.2",4686467,4686468,"inside"
"1343","PA4190","1","NC_002516.2",4687003,4687004,"upstream"
"1344","PA4190","1","NC_002516.2",4687337,4687338,"upstream"
"1345","PA4190","1","NC_002516.2",4687470,4687471,"upstream"
"1346","PA4190","1","NC_002516.2",4688428,4688429,"inside"
"1347","PA4195","1","NC_002516.2",4692789,4692790,"inside"
"1348","PA4204","1","NC_002516.2",4704471,4704472,"inside"
"1349","PA4205","1","NC_002516.2",4706013,4706014,"inside"
"1350","PA4207","1","NC_002516.2",4707982,4707983,"inside"
"1351","PA4208","1","NC_002516.2",4710240,4710241,"upstream"
"1352","PA4214","1","NC_002516.2",4716510,4716511,"upstream"
"1353","PA4215","1","NC_002516.2",4718366,4718367,"upstream"
"1354","PA4221","1","NC_002516.2",4726778,4726779,"inside"
"1355","PA4222","1","NC_002516.2",4728773,4728774,"upstream"
"1356","PA4225","1","NC_002516.2",4737279,4737280,"upstream"
"1357","PA4226","1","NC_002516.2",4741312,4741313,"upstream"
"1358","PA4232","1","NC_002516.2",4746852,4746853,"inside"
"1359","PA4233","1","NC_002516.2",4748345,4748346,"inside"
"1360","PA4235","1","NC_002516.2",4751087,4751088,"downstream"
"1361","PA4237","1","NC_002516.2",4754677,4754678,"upstream"
"1362","PA4262","1","NC_002516.2",4766731,4766732,"upstream"
"1363","PA4266","1","NC_002516.2",4770272,4770273,"inside"
"1364","PA4269","1","NC_002516.2",4777421,4777422,"upstream"
"1365","PA4269","1","NC_002516.2",4778432,4778433,"upstream"
"1366","PA4274","1","NC_002516.2",4782938,4782939,"inside"
